Motor (out),Derivative (internal),Integral (internal),Proportional (internal),Set point (internal),Last error (internal),Level 1 (in),Level 2 (in),Level 3 (in)
0.059432,0.0,0.0,5.0,5.0,0.011886382398185912,4.207028197084898,17.381140641212255,9.803191914933693
0.039649000000000004,0.0,0.0,5.0,5.0,0.00792971802915102,9.425343476313845,1.1502182085513004,0.9729341491876468
-0.221267,0.0,0.0,5.0,5.0,-0.04425343476313845,9.14342911158349,1.0543020057896362,1.174230158877673
-0.207171,0.0,0.0,5.0,5.0,-0.0414342911158349,7.271145128748441,4.913517122686503,6.636518632429225
-0.113557,0.0,0.0,5.0,5.0,-0.02271145128748441,6.681746488779878,4.181854097066082,6.510831530439096
-0.084087,0.0,0.0,5.0,5.0,-0.016817464887798783,6.92045012230285,3.5027783995785677,6.052264569266335
-0.096023,0.0,0.0,5.0,5.0,-0.019204501223028504,6.779950050068232,2.5603640326940256,4.761132545825846
-0.08899800000000001,0.0,0.0,5.0,5.0,-0.017799500500682318,0.3803919411470379,2.8164307107074786,5.489374825851672
0.23098,0.0,0.0,5.0,5.0,0.04619608058852962,0.88166111081368,0.9066217789245881,1.8085121258616732
0.205917,0.0,0.0,5.0,5.0,0.041183388891863196,1.9381756789169904,1.103440914023677,2.2000787478810597
0.153091,0.0,0.0,5.0,5.0,0.030618243210830096,2.4231490831898777,3.1971635927257354,6.2269076977863245
0.12884299999999999,0.0,0.0,5.0,5.0,0.025768509168101222,5.1346898886279675,7.866162185755854,14.609278722864271
-0.006734,0.0,0.0,5.0,5.0,-0.0013468988862796749,4.986947413816642,10.734346399211564,18.513247659898454
0.0006529999999999999,0.0,0.0,5.0,5.0,0.00013052586183357918,5.464361336558761,10.955399109220082,16.969980271578873
-0.023218000000000003,0.0,0.0,5.0,5.0,-0.004643613365587607,4.873277689207152,12.846127822022249,17.231425289154785
0.0063360000000000005,0.0,0.0,5.0,5.0,0.0012672231079284835,8.529660300214717,8.688714899802056,9.586187391087039
-0.176483,0.0,0.0,5.0,5.0,-0.03529660300214717,8.261317580364711,9.467096885380501,7.899965047972307
-0.163066,0.0,0.0,5.0,5.0,-0.03261317580364711,8.127470170766685,1.6642551363851228,0.9185785749023684
-0.15637399999999999,0.0,0.0,5.0,5.0,-0.03127470170766685,8.54512174823134,1.7178437240000206,0.4306058173741375
-0.177256,0.0,0.0,5.0,5.0,-0.0354512174823134,7.926678101369376,22.886339244342093,1.1502717791178307
-0.146334,0.0,0.0,5.0,5.0,-0.02926678101369376,8.482902142271119,22.52749253591327,8.024981743918044
-0.174145,0.0,0.0,5.0,5.0,-0.03482902142271119,11.1301564471741,20.1596785113176,13.060142030181412
-0.306508,0.0,0.0,5.0,5.0,-0.061301564471740996,11.09590222850208,18.86296884113118,17.548260584387346
-0.30479500000000004,0.0,0.0,5.0,5.0,-0.0609590222850208,11.057884980771606,13.62624774220559,16.15682781434164
-0.302894,0.0,0.0,5.0,5.0,-0.06057884980771606,10.478049991761498,11.926984624423806,16.920210286664165
-0.273902,0.0,0.0,5.0,5.0,-0.05478049991761498,9.913043328222582,9.988602526824856,16.12492914961435
-0.245652,0.0,0.0,5.0,5.0,-0.04913043328222581,9.770885824561317,6.64768464329398,11.788847801619431
-0.23854399999999998,0.0,0.0,5.0,5.0,-0.04770885824561317,9.744238043381916,4.614361407073074,8.740507734544142
-0.237212,0.0,0.0,5.0,5.0,-0.04744238043381916,1.00771569286912,0.4133538859917256,0.8139469873730086
0.199614,0.0,0.0,5.0,5.0,0.0399228430713088,1.5669204578878215,0.051932551696828325,0.10383998927250386
0.17165400000000003,0.0,0.0,5.0,5.0,0.03433079542112179,11.337450304121152,1.234055122027092,2.4466565192517353
-0.316873,0.0,0.0,5.0,5.0,-0.06337450304121152,11.738654154951412,2.6168972036432807,5.025979721448583
-0.336933,0.0,0.0,5.0,5.0,-0.06738654154951412,8.625829587721723,4.263329686897198,7.726519450642861
-0.181291,0.0,0.0,5.0,5.0,-0.03625829587721723,8.352800930401802,5.587171065091319,9.30086616296761
-0.16763999999999998,0.0,0.0,5.0,5.0,-0.033528009304018024,1.8070654912476158,15.221543885329442,22.452176563747134
0.159647,0.0,0.0,5.0,5.0,0.03192934508752385,1.2062631407072673,17.59037255689946,21.996502526821022
0.189687,0.0,0.0,5.0,5.0,0.03793736859292733,8.31867950773639,19.242428363315177,19.27731971042683
-0.165934,0.0,0.0,5.0,5.0,-0.03318679507736389,8.18544402466861,20.697048392394727,15.117197077716025
-0.159272,0.0,0.0,5.0,5.0,-0.03185444024668611,6.10975039751124,0.25347921224343206,0.11058955397084895
-0.055488,0.0,0.0,5.0,5.0,-0.011097503975112399,6.607311704769704,0.25911434468476796,0.03578888661380307
-0.08036599999999999,0.0,0.0,5.0,5.0,-0.016073117047697042,10.276008338536437,24.00154515404618,4.066885277806936
-0.2638,0.0,0.0,5.0,5.0,-0.05276008338536437,10.752205788388396,23.422592132596307,10.935791085684812
-0.28761,0.0,0.0,5.0,5.0,-0.05752205788388396,2.8507810155286597,12.068515460220771,9.096547231336414
0.107461,0.0,0.0,5.0,5.0,0.021492189844713402,2.681692725441173,11.172899026481963,11.495561932342458
0.115915,0.0,0.0,5.0,5.0,0.02318307274558827,5.349141097319308,18.295710864537213,23.412709396057263
-0.017457,0.0,0.0,5.0,5.0,-0.0034914109731930764,4.7562302215823316,15.79976089539751,23.63738393061145
0.012188000000000001,0.0,0.0,5.0,5.0,0.0024376977841766845,4.799549976323487,6.252910696795869,10.51670274812951
0.010022999999999999,0.0,0.0,5.0,5.0,0.002004500236765132,4.5588503400782905,4.688976042395949,8.571175215884738
0.022057000000000004,0.0,0.0,5.0,5.0,0.004411496599217095,4.806555217435115,0.8390121890084347,1.6185508621692042
0.009672,0.0,0.0,5.0,5.0,0.0019344478256488528,5.245746130828045,0.35883877693725835,0.7130925348360525
-0.012287,0.0,0.0,5.0,5.0,-0.0024574613082804487,6.092864029907516,0.22114865735946088,0.4419284981777909
-0.054643,0.0,0.0,5.0,5.0,-0.01092864029907516,6.632876834511483,1.048343971136611,2.057040658202035
-0.08164400000000001,0.0,0.0,5.0,5.0,-0.016328768345114826,11.183436610809892,1.8951573894419882,3.5662342837349206
-0.309172,0.0,0.0,5.0,5.0,-0.06183436610809892,11.111255330766198,2.679880575903746,4.704883167787988
-0.30556300000000003,0.0,0.0,5.0,5.0,-0.061112553307661986,10.514910389514398,3.5170901009719127,5.598478324623022
-0.275746,0.0,0.0,5.0,5.0,-0.05514910389514398,9.937680336203577,4.171750267154008,5.80634879019976
-0.24688400000000002,0.0,0.0,5.0,5.0,-0.04937680336203577,5.565066100681892,6.994416832517324,8.07956847763849
-0.028253,0.0,0.0,5.0,5.0,-0.00565066100681892,5.234235672955217,7.658457555718817,6.867847658244425
-0.011712,0.0,0.0,5.0,5.0,-0.0023423567295521685,0.1875510883461533,16.67946805396395,10.20875656302602
0.240622,0.0,0.0,5.0,5.0,0.048124489116538466,0.5468641410484243,17.304332542055533,5.413988008189433
0.222657,0.0,0.0,5.0,5.0,0.04453135858951576,1.1095192978975597,17.5196873934134,0.2201574362488133
0.194524,0.0,0.0,5.0,5.0,0.038904807021024404,11.153315371707702,16.691242713754672,4.911194930564347
-0.307666,0.0,0.0,5.0,5.0,-0.06153315371707702,11.526216241107765,16.128874497292816,9.485079005629977
-0.326311,0.0,0.0,5.0,5.0,-0.06526216241107764,5.159780397814126,6.436619681727096,5.590694011195247
-0.007989000000000001,0.0,0.0,5.0,5.0,-0.0015978039781412612,4.851265392461801,5.884678985675047,6.676391328304381
